Date,Open,High,Low,Close,Adj Close,Volume
2019-03-14,3.760000,3.760000,3.430000,3.500000,3.500000,334900
2019-03-15,3.550000,3.780000,3.530000,3.660000,3.660000,408000
2019-03-18,3.640000,3.720000,3.430000,3.510000,3.510000,191500
2019-03-19,3.560000,3.630000,3.230000,3.250000,3.250000,387400
2019-03-20,3.280000,3.300000,3.060000,3.240000,3.240000,229900
2019-03-21,3.240000,3.240000,3.120000,3.180000,3.180000,133800
2019-03-22,3.140000,3.150000,2.920000,2.940000,2.940000,467800
2019-03-25,2.950000,3.000000,2.830000,2.900000,2.900000,198300
2019-03-26,2.900000,2.970000,2.810000,2.920000,2.920000,190100
2019-03-27,2.920000,3.180000,2.880000,3.100000,3.100000,404400
2019-03-28,3.080000,3.330000,3.060000,3.160000,3.160000,389300
2019-03-29,3.190000,3.190000,2.920000,2.960000,2.960000,389200
2019-04-01,3.000000,3.170000,2.970000,3.120000,3.120000,436700
2019-04-02,2.980000,3.090000,2.840000,2.990000,2.990000,732700
2019-04-03,3.000000,3.000000,2.880000,2.890000,2.890000,270500
2019-04-04,2.930000,2.930000,2.790000,2.840000,2.840000,395400
2019-04-05,2.850000,2.870000,2.770000,2.820000,2.820000,210200
2019-04-08,2.820000,2.970000,2.730000,2.930000,2.930000,307100
2019-04-09,3.060000,3.060000,2.890000,2.920000,2.920000,245100
2019-04-10,2.910000,3.080000,2.880000,3.000000,3.000000,243300
2019-04-11,3.000000,3.000000,2.740000,2.810000,2.810000,417200
2019-04-12,2.820000,2.850000,2.500000,2.550000,2.550000,593200
2019-04-15,2.580000,2.620000,2.520000,2.530000,2.530000,215500
2019-04-16,2.540000,2.550000,2.450000,2.510000,2.510000,278400
2019-04-17,2.550000,2.550000,2.380000,2.390000,2.390000,269100
2019-04-18,2.390000,2.420000,2.330000,2.350000,2.350000,415900
2019-04-22,2.380000,2.410000,2.330000,2.380000,2.380000,404700
2019-04-23,2.430000,2.470000,2.370000,2.450000,2.450000,165300
2019-04-24,2.430000,2.520000,2.410000,2.470000,2.470000,139600
2019-04-25,2.470000,2.470000,2.370000,2.370000,2.370000,437700
2019-04-26,2.370000,2.470000,2.360000,2.450000,2.450000,301100
2019-04-29,2.450000,2.520000,2.410000,2.450000,2.450000,252800
2019-04-30,2.510000,2.510000,2.400000,2.460000,2.460000,331500
2019-05-01,2.480000,2.480000,2.410000,2.450000,2.450000,157200
2019-05-02,2.440000,2.460000,2.390000,2.430000,2.430000,103400
2019-05-03,2.440000,2.440000,2.390000,2.410000,2.410000,304000
2019-05-06,2.400000,2.410000,2.280000,2.400000,2.400000,288700
2019-05-07,2.400000,2.420000,2.360000,2.410000,2.410000,255700
2019-05-08,2.400000,2.420000,2.360000,2.400000,2.400000,97300
2019-05-09,2.380000,2.460000,2.320000,2.460000,2.460000,155900
2019-05-10,2.440000,2.500000,2.350000,2.480000,2.480000,214800
2019-05-13,2.400000,2.560000,2.350000,2.410000,2.410000,405400
2019-05-14,2.430000,2.440000,2.380000,2.420000,2.420000,226800
2019-05-15,2.380000,2.460000,2.330000,2.440000,2.440000,136900
2019-05-16,2.410000,2.440000,2.390000,2.420000,2.420000,103200
2019-05-17,2.410000,2.430000,2.340000,2.420000,2.420000,134800
2019-05-20,2.390000,2.400000,2.330000,2.340000,2.340000,115100
2019-05-21,2.330000,2.390000,2.300000,2.390000,2.390000,166600
2019-05-22,2.360000,2.400000,2.280000,2.320000,2.320000,138800
2019-05-23,2.310000,2.340000,2.230000,2.240000,2.240000,289400
2019-05-24,2.250000,2.330000,2.230000,2.310000,2.310000,129600
2019-05-28,2.290000,2.470000,2.260000,2.460000,2.460000,195400
2019-05-29,2.450000,2.450000,2.380000,2.420000,2.420000,129200
2019-05-30,2.410000,2.450000,2.360000,2.440000,2.440000,119300
2019-05-31,2.410000,2.420000,2.290000,2.330000,2.330000,284200
2019-06-03,2.360000,2.360000,2.200000,2.210000,2.210000,169700
2019-06-04,2.220000,2.400000,2.210000,2.350000,2.350000,260400
2019-06-05,2.380000,2.380000,2.240000,2.280000,2.280000,112800
2019-06-06,2.280000,2.320000,2.250000,2.300000,2.300000,126000
2019-06-07,2.300000,2.310000,2.220000,2.220000,2.220000,107400
2019-06-10,2.220000,2.430000,2.220000,2.390000,2.390000,274600
2019-06-11,2.410000,2.420000,2.340000,2.350000,2.350000,102800
2019-06-12,2.350000,2.350000,2.270000,2.310000,2.310000,106400
2019-06-13,2.310000,2.390000,2.300000,2.380000,2.380000,181100
2019-06-14,2.360000,2.440000,2.360000,2.420000,2.420000,171000
2019-06-17,2.410000,2.470000,2.320000,2.360000,2.360000,265500
2019-06-18,2.390000,2.640000,2.390000,2.550000,2.550000,372600
2019-06-19,2.570000,2.570000,2.420000,2.490000,2.490000,131000
2019-06-20,2.490000,2.510000,2.420000,2.460000,2.460000,121500
2019-06-21,2.430000,2.500000,2.400000,2.440000,2.440000,269000
2019-06-24,2.410000,2.470000,2.380000,2.410000,2.410000,360000
2019-06-25,2.400000,2.440000,2.380000,2.390000,2.390000,101300
2019-06-26,2.400000,2.600000,2.400000,2.510000,2.510000,464500
2019-06-27,2.500000,2.550000,2.430000,2.510000,2.510000,272800
2019-06-28,2.490000,2.520000,2.390000,2.400000,2.400000,2053700
2019-07-01,2.460000,2.500000,2.400000,2.400000,2.400000,174700
2019-07-02,2.390000,2.430000,2.370000,2.420000,2.420000,150200
2019-07-03,2.420000,2.420000,2.380000,2.400000,2.400000,74700
2019-07-05,2.410000,2.410000,2.350000,2.380000,2.380000,97600
2019-07-08,2.350000,2.450000,2.340000,2.420000,2.420000,101100
2019-07-09,2.390000,2.490000,2.380000,2.450000,2.450000,112800
2019-07-10,2.450000,2.550000,2.450000,2.520000,2.520000,233300
2019-07-11,2.530000,2.650000,2.490000,2.610000,2.610000,227600
2019-07-12,2.640000,2.720000,2.530000,2.530000,2.530000,233000
2019-07-15,2.530000,2.620000,2.500000,2.550000,2.550000,51300
2019-07-16,2.520000,2.590000,2.500000,2.530000,2.530000,112200
2019-07-17,2.500000,2.540000,2.480000,2.500000,2.500000,43700
2019-07-18,2.490000,2.500000,2.390000,2.420000,2.420000,104100
2019-07-19,2.400000,2.480000,2.380000,2.450000,2.450000,87500
2019-07-22,2.460000,2.460000,2.360000,2.410000,2.410000,128200
2019-07-23,2.450000,2.460000,2.380000,2.450000,2.450000,52000
2019-07-24,2.410000,2.480000,2.410000,2.450000,2.450000,42800
2019-07-25,2.430000,2.440000,2.360000,2.390000,2.390000,42300
2019-07-26,2.380000,2.440000,2.380000,2.400000,2.400000,46800
2019-07-29,2.370000,2.460000,2.370000,2.380000,2.380000,415400
2019-07-30,2.350000,2.470000,2.350000,2.460000,2.460000,90600
2019-07-31,2.470000,2.560000,2.420000,2.420000,2.420000,120100
2019-08-01,2.410000,2.500000,2.370000,2.390000,2.390000,73800
2019-08-02,2.360000,2.440000,2.360000,2.440000,2.440000,65000
2019-08-05,2.420000,2.470000,2.320000,2.440000,2.440000,93600
2019-08-06,2.470000,2.470000,2.330000,2.430000,2.430000,101900
2019-08-07,2.410000,2.480000,2.390000,2.440000,2.440000,49200
2019-08-08,2.450000,2.600000,2.420000,2.480000,2.480000,173300
2019-08-09,2.390000,2.430000,2.200000,2.250000,2.250000,457400
2019-08-12,2.230000,2.250000,2.100000,2.110000,2.110000,120700
2019-08-13,2.100000,2.160000,2.030000,2.050000,2.050000,229700
2019-08-14,2.010000,2.050000,1.930000,2.000000,2.000000,172400
2019-08-15,2.050000,2.170000,1.870000,2.070000,2.070000,247700
2019-08-16,2.150000,2.150000,2.050000,2.050000,2.050000,66000
2019-08-19,2.060000,2.130000,2.030000,2.120000,2.120000,92200
2019-08-20,2.130000,2.250000,2.100000,2.230000,2.230000,85100
2019-08-21,2.220000,2.390000,2.220000,2.330000,2.330000,170600
2019-08-22,2.340000,2.520000,2.340000,2.490000,2.490000,151800
2019-08-23,2.490000,2.490000,2.330000,2.360000,2.360000,62300
2019-08-26,2.350000,2.350000,2.300000,2.320000,2.320000,33700
2019-08-27,2.300000,2.320000,2.270000,2.310000,2.310000,38800
2019-08-28,2.290000,2.410000,2.260000,2.380000,2.380000,43300
2019-08-29,2.410000,2.440000,2.360000,2.390000,2.390000,58200
2019-08-30,2.400000,2.450000,2.340000,2.410000,2.410000,47000
2019-09-03,2.430000,2.440000,2.370000,2.380000,2.380000,33600
2019-09-04,2.410000,2.440000,2.380000,2.430000,2.430000,36200
2019-09-05,2.430000,2.480000,2.400000,2.430000,2.430000,84000
2019-09-06,2.400000,2.480000,2.380000,2.440000,2.440000,65600
2019-09-09,2.410000,2.550000,2.410000,2.540000,2.540000,199600
2019-09-10,2.540000,2.720000,2.520000,2.690000,2.690000,274000
2019-09-11,2.700000,2.920000,2.680000,2.830000,2.830000,489400
2019-09-12,2.810000,2.920000,2.610000,2.830000,2.830000,170800
2019-09-13,2.790000,2.880000,2.690000,2.730000,2.730000,244800
2019-09-16,2.700000,2.880000,2.670000,2.770000,2.770000,159000
2019-09-17,2.780000,2.840000,2.570000,2.690000,2.690000,345300
2019-09-18,2.670000,2.740000,2.570000,2.710000,2.710000,117200
2019-09-19,2.690000,2.710000,2.600000,2.620000,2.620000,73500
2019-09-20,2.600000,2.800000,2.600000,2.790000,2.790000,281400
2019-09-23,2.760000,2.890000,2.760000,2.870000,2.870000,118800
2019-09-24,2.890000,2.900000,2.790000,2.880000,2.880000,206700
2019-09-25,2.900000,2.900000,2.580000,2.730000,2.730000,220700
2019-09-26,2.750000,2.760000,2.680000,2.700000,2.700000,43400
2019-09-27,2.690000,2.730000,2.620000,2.650000,2.650000,57700
2019-09-30,2.670000,2.670000,2.600000,2.640000,2.640000,38100
2019-10-01,2.670000,2.670000,2.480000,2.550000,2.550000,78800
2019-10-02,2.550000,2.550000,2.430000,2.500000,2.500000,69400
2019-10-03,2.510000,2.540000,2.410000,2.530000,2.530000,45300
2019-10-04,2.560000,2.600000,2.480000,2.550000,2.550000,50500
2019-10-07,2.510000,2.550000,2.510000,2.520000,2.520000,42200
2019-10-08,2.500000,2.650000,2.480000,2.590000,2.590000,138200
2019-10-09,2.600000,2.600000,2.550000,2.550000,2.550000,30900
2019-10-10,2.530000,2.590000,2.480000,2.480000,2.480000,34400
2019-10-11,2.500000,2.500000,2.410000,2.460000,2.460000,74800
2019-10-14,2.420000,2.490000,2.420000,2.460000,2.460000,27900
2019-10-15,2.470000,2.510000,2.430000,2.470000,2.470000,50700
2019-10-16,2.470000,2.490000,2.410000,2.410000,2.410000,33300
2019-10-17,2.450000,2.450000,2.400000,2.400000,2.400000,28700
2019-10-18,2.420000,2.490000,2.420000,2.480000,2.480000,84000
2019-10-21,2.510000,2.570000,2.460000,2.550000,2.550000,56300
2019-10-22,2.520000,2.590000,2.500000,2.580000,2.580000,28700
2019-10-23,2.560000,2.740000,2.520000,2.700000,2.700000,174200
2019-10-24,2.680000,2.750000,2.640000,2.690000,2.690000,150700
2019-10-25,2.710000,2.800000,2.670000,2.690000,2.690000,78300
2019-10-28,2.700000,2.730000,2.620000,2.660000,2.660000,77000
2019-10-29,2.650000,2.700000,2.600000,2.680000,2.680000,51800
2019-10-30,2.650000,2.690000,2.640000,2.670000,2.670000,40600
2019-10-31,2.680000,2.680000,2.610000,2.670000,2.670000,20500
2019-11-01,2.660000,2.700000,2.630000,2.660000,2.660000,34000
2019-11-04,2.690000,2.720000,2.640000,2.690000,2.690000,57200
2019-11-05,2.690000,2.800000,2.660000,2.720000,2.720000,189200
2019-11-06,2.700000,2.700000,2.660000,2.680000,2.680000,42800
2019-11-07,2.660000,2.700000,2.560000,2.660000,2.660000,111800
2019-11-08,2.700000,2.700000,2.480000,2.530000,2.530000,118400
2019-11-11,2.450000,2.540000,2.450000,2.520000,2.520000,414200
2019-11-12,2.480000,2.520000,2.410000,2.440000,2.440000,64300
2019-11-13,2.410000,2.480000,2.360000,2.400000,2.400000,255700
