Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,40.39848327636719,40.74003982543945,40.370018005371094,40.64516067504883,36.871551513671875,20345046
2019-04-02,40.74952697753906,40.967742919921875,40.55028533935547,40.71157455444336,36.93180847167969,18625129
2019-04-03,40.7874755859375,40.86337661743164,40.370018005371094,40.64516067504883,36.871551513671875,16200402
2019-04-04,40.597721099853516,40.72106170654297,40.32258224487305,40.55028533935547,36.785484313964844,12990972
2019-04-05,40.77798843383789,41.062618255615234,40.69260025024414,40.7874755859375,37.00065994262695,15559043
2019-04-08,40.86337661743164,41.062618255615234,40.71157455444336,40.92979049682617,37.1297607421875,15410323
2019-04-09,40.77798843383789,40.79696273803711,40.39848327636719,40.64516067504883,36.871551513671875,18825072
2019-04-10,40.72106170654297,40.72106170654297,40.46489715576172,40.54079818725586,36.776878356933594,13202615
2019-04-11,40.597721099853516,40.63567352294922,39.83871078491211,40.10436248779297,36.3809700012207,20214877
2019-04-12,40.1707763671875,40.1707763671875,39.44971466064453,39.573055267333984,35.89898681640625,21338546
2019-04-15,39.715370178222656,39.9620475769043,39.34535217285156,39.93358612060547,36.22604751586914,18362788
2019-04-16,40.05692672729492,40.13282775878906,38.73814010620117,38.82352828979492,35.219051361083984,27506976
2019-04-17,38.8045539855957,38.89942932128906,37.371917724609375,37.83681106567383,34.32394027709961,42412117
2019-04-18,37.88425064086914,37.88425064086914,36.45161437988281,37.362430572509766,33.89360427856445,50579774
2019-04-22,37.03036117553711,37.476280212402344,36.821632385253906,36.9829216003418,33.54933166503906,31018904
2019-04-23,37.08728790283203,37.609107971191406,36.88804626464844,37.4003791809082,33.92802810668945,26672102
2019-04-24,37.476280212402344,37.609107971191406,37.15370178222656,37.35293960571289,33.88499450683594,21196994
2019-04-25,37.23908996582031,37.78937530517578,37.16318893432617,37.58064651489258,34.0915641784668,18130065
2019-04-26,37.637569427490234,37.94117736816406,37.4288444519043,37.92219924926758,34.40140151977539,20053193
2019-04-29,37.92219924926758,37.96963882446289,37.561668395996094,37.561668395996094,34.07434844970703,23229001
2019-04-30,38.330169677734375,39.07020950317383,37.76091003417969,38.52941131591797,34.95223617553711,34360400
2019-05-01,38.51043701171875,38.82352828979492,38.11195373535156,38.68121337890625,35.0899543762207,20703406
2019-05-02,38.71916580200195,38.91840744018555,38.50094985961914,38.90891647338867,35.2965087890625,20471210
2019-05-03,39.108158111572266,39.37381362915039,38.927894592285156,39.26945114135742,35.62356948852539,18664759
2019-05-06,38.81404113769531,39.629981994628906,38.74762725830078,39.51612854003906,35.84735107421875,25973406
2019-05-07,39.26945114135742,39.573055267333984,38.425048828125,38.73814010620117,35.1415901184082,27603838
2019-05-08,38.709678649902344,38.927894592285156,38.36812210083008,38.851993560791016,35.244869232177734,23811968
2019-05-09,38.235294342041016,38.74762725830078,38.168880462646484,38.55787658691406,35.28828811645508,19732461
2019-05-10,38.54838562011719,38.72865295410156,37.82732391357422,38.6337776184082,35.357749938964844,17391527
2019-05-13,38.168880462646484,38.56736373901367,38.092979431152344,38.49146270751953,35.227500915527344,28010788
2019-05-14,38.51043701171875,38.776092529296875,38.481971740722656,38.57685089111328,35.30565643310547,26772759
2019-05-15,38.7666015625,39.1745719909668,38.61479949951172,39.041744232177734,35.73112869262695,33520678
2019-05-16,39.041744232177734,39.8292236328125,39.041744232177734,39.50664138793945,36.15660095214844,25508486
2019-05-17,39.184059143066406,39.667930603027344,39.13662338256836,39.34535217285156,36.00899124145508,29187684
2019-05-20,39.27893829345703,39.573055267333984,39.16508483886719,39.45920181274414,36.113189697265625,24251591
2019-05-21,39.573055267333984,39.667930603027344,39.36432647705078,39.53510284423828,36.182647705078125,28785056
2019-05-22,39.554080963134766,40.04743957519531,39.4212532043457,39.83871078491211,36.46051025390625,25274604
2019-05-23,39.69639587402344,39.8292236328125,39.51612854003906,39.77229690551758,36.39973068237305,25495944
2019-05-24,39.90512466430664,40.14231491088867,39.724857330322266,39.800758361816406,36.425777435302734,15383341
2019-05-28,39.99051284790039,40.30360412597656,39.743831634521484,39.75332260131836,36.38236618041992,49440610
2019-05-29,39.563568115234375,39.69639587402344,39.16508483886719,39.582542419433594,36.22606658935547,26895761
2019-05-30,39.544593811035156,39.800758361816406,39.44971466064453,39.75332260131836,36.38236618041992,17344308
2019-05-31,39.554080963134766,39.8292236328125,39.326377868652344,39.39278793334961,36.052406311035156,22639288
2019-06-03,39.497154235839844,40.02846145629883,39.44022750854492,39.77229690551758,36.39973068237305,22643082
2019-06-04,40.30360412597656,40.55977249145508,39.886146545410156,40.06641387939453,36.66890335083008,18453537
2019-06-05,40.417457580566406,40.64516067504883,40.23719024658203,40.30360412597656,36.88597869873047,21418861
2019-06-06,40.60721206665039,40.882354736328125,40.30360412597656,40.52182388305664,37.08570098876953,24494222
2019-06-07,40.77798843383789,41.034156799316406,40.66413879394531,40.72106170654297,37.26803970336914,20023470
2019-06-10,41.0246696472168,41.0246696472168,40.48387145996094,40.86337661743164,37.39828872680664,15275727
2019-06-11,40.986717224121094,41.08159255981445,40.370018005371094,40.48387145996094,37.05096435546875,18813162
2019-06-12,40.29411697387695,40.958255767822266,40.284629821777344,40.87286376953125,37.4069709777832,16296843
2019-06-13,40.86337661743164,40.92979049682617,40.199241638183594,40.32258224487305,36.903350830078125,14464042
2019-06-14,40.341556549072266,40.673622131347656,40.30360412597656,40.56925964355469,37.129112243652344,13197872
2019-06-17,40.512332916259766,40.70208740234375,40.180267333984375,40.68311309814453,37.23331069946289,14094931
2019-06-18,40.62618637084961,41.11005783081055,40.62618637084961,40.86337661743164,37.39828872680664,22833434
2019-06-19,40.958255767822266,41.35673522949219,40.882354736328125,41.27134704589844,37.771663665771484,21753611
2019-06-20,41.58443832397461,41.850093841552734,41.28083419799805,41.3662223815918,37.85850143432617,23500300
2019-06-21,41.31878662109375,41.745731353759766,41.09108352661133,41.43263626098633,37.91927719116211,38141203
2019-06-24,41.45161437988281,41.65085220336914,41.24288558959961,41.518028259277344,37.99742889404297,24624075
2019-06-25,41.603416442871094,42.0208740234375,41.518028259277344,41.518028259277344,37.99742889404297,28429015
2019-06-26,41.44212341308594,41.55597686767578,40.32258224487305,40.7874755859375,37.32882308959961,41009348
2019-06-27,40.815940856933594,41.32827377319336,40.806453704833984,41.204933166503906,37.71088409423828,21994977
