,0,1,2,3,4
165,2021-01-08,0,0,1,-1.5
166,2021-01-07,1,0,0,1.5
167,2021-01-06,1,0,0,1.5
168,2020-12-29,0,0,1,-1.5
169,2020-12-28,0,1,0,1.0
170,2020-12-26,2,0,0,1.5
171,2020-12-24,1,0,1,0.0
172,2020-12-23,3,0,0,1.5
173,2020-12-22,4,0,0,1.5
174,2020-12-17,0,0,1,-1.5
175,2020-12-15,1,0,0,1.5
176,2020-12-14,0,0,2,-1.5
177,2020-12-09,1,3,5,-0.333
178,2020-12-08,0,4,4,-0.25
179,2020-12-07,1,0,0,1.5
180,2020-12-06,0,1,0,1.0
181,2020-12-05,0,1,0,1.0
182,2020-12-03,1,0,0,1.5
183,2020-12-01,0,2,0,1.0
184,2020-11-29,0,1,0,1.0
185,2020-11-27,1,0,0,1.5
186,2020-11-25,2,0,0,1.5
187,2020-11-24,0,1,0,1.0
188,2020-11-23,1,0,0,1.5
189,2020-11-21,1,0,0,1.5
190,2020-11-20,0,1,0,1.0
191,2020-11-17,0,3,0,1.0
192,2020-11-11,1,0,0,1.5
193,2020-11-09,1,0,0,1.5
194,2020-10-26,2,1,1,0.625
195,2020-10-21,0,1,0,1.0
196,2020-10-19,0,1,0,1.0
197,2020-10-16,2,0,0,1.5
198,2020-10-15,2,0,0,1.5
199,2020-10-14,2,0,2,0.0
200,2020-10-13,1,0,1,0.0
201,2020-10-12,1,1,1,0.333
202,2020-10-10,0,1,1,-0.25
203,2020-10-09,6,0,2,0.75
204,2020-10-08,4,1,0,1.4
205,2020-10-06,1,0,0,1.5
206,2020-10-03,1,2,0,1.167
207,2020-10-02,0,1,0,1.0
208,2020-10-01,1,0,1,0.0
209,2020-09-26,0,1,1,-0.25
210,2020-09-25,0,0,1,-1.5
211,2020-09-23,0,1,0,1.0
212,2020-09-22,7,0,0,1.5
213,2020-09-21,0,1,0,1.0
214,2020-09-19,1,0,0,1.5
215,2020-09-17,1,0,0,1.5
216,2020-09-16,1,2,0,1.167
217,2020-09-15,1,0,0,1.5
218,2020-09-14,2,1,0,1.333
219,2020-09-12,0,0,1,-1.5
220,2020-09-11,0,1,0,1.0
221,2020-09-10,1,0,4,-0.9
222,2020-09-09,0,4,5,-0.389
223,2020-09-08,1,0,0,1.5
224,2020-09-07,0,1,0,1.0
225,2020-09-04,1,1,1,0.333
226,2020-09-02,1,0,1,0.0
227,2020-09-01,4,0,0,1.5
228,2020-08-31,5,0,0,1.5
229,2020-08-30,0,0,1,-1.5
230,2020-08-26,1,1,0,1.25
231,2020-08-24,1,0,0,1.5
232,2020-08-21,1,0,0,1.5
233,2020-08-18,0,0,1,-1.5
234,2020-08-14,0,0,1,-1.5
235,2020-08-03,0,0,1,-1.5
236,2020-07-29,1,0,0,1.5
237,2020-07-27,1,0,0,1.5
238,2020-07-26,1,0,0,1.5
239,2020-07-25,0,0,1,-1.5
240,2020-07-21,0,1,0,1.0
241,2020-07-17,0,1,1,-0.25
242,2020-07-10,1,0,0,1.5
243,2020-07-09,0,0,1,-1.5
244,2020-07-02,0,1,0,1.0
245,2020-06-30,0,1,0,1.0
246,2020-06-28,0,1,0,1.0
247,2020-06-21,0,0,1,-1.5
248,2020-06-18,1,1,1,0.333
249,2020-06-17,0,1,0,1.0
250,2020-06-16,0,1,0,1.0
251,2020-06-12,1,2,1,0.5
252,2020-06-11,0,0,1,-1.5
253,2020-06-10,2,1,2,0.2
