,0,1,2,3,4
166,2020-12-23,1,0,9,-1.2
167,2020-12-22,2,3,1,0.75
168,2020-12-21,1,0,1,0.0
169,2020-12-19,0,1,1,-0.25
170,2020-12-18,3,2,0,1.3
171,2020-12-17,3,3,0,1.25
172,2020-12-16,1,1,1,0.333
173,2020-12-14,2,0,8,-0.9
174,2020-12-12,0,1,0,1.0
175,2020-12-11,1,0,0,1.5
176,2020-12-09,3,0,1,0.75
177,2020-12-08,1,1,0,1.25
178,2020-12-07,1,1,0,1.25
179,2020-12-06,1,0,0,1.5
180,2020-12-05,0,1,0,1.0
181,2020-12-04,1,1,0,1.25
182,2020-12-03,2,6,2,0.6
183,2020-12-02,2,2,1,0.7
184,2020-12-01,4,1,1,0.917
185,2020-11-30,2,0,3,-0.3
186,2020-11-27,1,2,1,0.5
187,2020-11-26,1,0,0,1.5
188,2020-11-25,3,1,0,1.375
189,2020-11-24,3,1,1,0.8
190,2020-11-23,1,3,0,1.125
191,2020-11-22,0,3,0,1.0
192,2020-11-20,1,1,0,1.25
193,2020-11-19,2,0,1,0.5
194,2020-11-18,3,2,0,1.3
195,2020-11-17,3,1,0,1.375
196,2020-11-16,3,2,2,0.5
197,2020-11-14,0,0,1,-1.5
198,2020-11-13,4,3,2,0.667
199,2020-11-12,12,4,3,0.921
200,2020-11-11,21,1,14,0.319
201,2020-11-10,7,4,3,0.714
202,2020-11-09,2,2,2,0.333
203,2020-11-07,0,0,1,-1.5
204,2020-11-06,5,3,1,1.0
205,2020-11-05,4,4,10,-0.278
206,2020-11-04,5,4,3,0.583
207,2020-11-03,2,9,26,-0.73
208,2020-11-02,10,1,1,1.208
209,2020-10-31,2,0,0,1.5
210,2020-10-30,6,1,0,1.429
211,2020-10-29,2,0,0,1.5
212,2020-10-28,1,2,0,1.167
213,2020-10-27,3,0,0,1.5
214,2020-10-26,6,2,0,1.375
215,2020-10-24,0,2,0,1.0
216,2020-10-23,4,0,0,1.5
217,2020-10-22,0,4,0,1.0
218,2020-10-20,3,1,0,1.375
219,2020-10-19,7,0,0,1.5
220,2020-10-18,5,1,0,1.417
221,2020-10-16,2,0,0,1.5
222,2020-10-15,0,0,2,-1.5
223,2020-10-14,2,0,1,0.5
224,2020-10-13,1,0,0,1.5
225,2020-10-12,3,1,1,0.8
226,2020-10-11,1,0,0,1.5
227,2020-10-09,0,0,1,-1.5
228,2020-10-08,1,0,0,1.5
229,2020-10-07,3,0,0,1.5
230,2020-10-06,1,0,0,1.5
231,2020-10-05,4,1,0,1.4
232,2020-10-04,1,0,0,1.5
233,2020-10-02,1,0,0,1.5
234,2020-10-01,0,2,3,-0.5
235,2020-09-30,5,1,0,1.417
236,2020-09-29,4,0,0,1.5
237,2020-09-28,3,1,0,1.375
238,2020-09-27,1,1,0,1.25
239,2020-09-25,1,0,1,0.0
240,2020-09-24,1,0,0,1.5
241,2020-09-23,2,1,0,1.333
242,2020-09-21,4,2,0,1.333
243,2020-09-18,0,1,1,-0.25
244,2020-09-17,1,0,0,1.5
245,2020-09-16,6,3,0,1.333
246,2020-09-15,1,1,0,1.25
247,2020-09-14,4,1,1,0.917
248,2020-09-11,1,0,0,1.5
249,2020-09-10,2,0,1,0.5
250,2020-09-09,1,0,0,1.5
251,2020-09-08,4,0,0,1.5
252,2020-09-07,1,0,0,1.5
253,2020-09-06,1,0,0,1.5
254,2020-09-04,3,0,0,1.5
255,2020-09-03,1,1,0,1.25
256,2020-09-02,2,0,2,0.0
257,2020-08-31,2,0,0,1.5
258,2020-08-28,2,0,0,1.5
259,2020-08-27,1,2,1,0.5
260,2020-08-26,3,3,1,0.857
261,2020-08-25,8,2,0,1.4
262,2020-08-24,4,1,0,1.4
263,2020-08-22,1,0,0,1.5
264,2020-08-21,10,2,0,1.417
265,2020-08-20,7,3,4,0.536
266,2020-08-19,3,2,0,1.3
267,2020-08-18,2,0,0,1.5
268,2020-08-17,2,1,0,1.333
269,2020-08-16,0,1,0,1.0
270,2020-08-15,1,0,1,0.0
271,2020-08-14,2,1,0,1.333
272,2020-08-13,2,1,1,0.625
273,2020-08-12,2,2,0,1.25
274,2020-08-11,1,0,0,1.5
275,2020-08-10,0,2,1,0.167
276,2020-08-09,1,0,0,1.5
277,2020-08-07,3,2,3,0.25
278,2020-08-06,1,0,0,1.5
279,2020-08-04,3,0,0,1.5
280,2020-08-02,1,1,0,1.25
281,2020-07-31,1,0,0,1.5
282,2020-07-30,4,1,0,1.4
283,2020-07-29,2,0,0,1.5
284,2020-07-28,0,1,0,1.0
285,2020-07-27,2,1,1,0.625
286,2020-07-26,0,0,1,-1.5
287,2020-07-24,2,0,1,0.5
288,2020-07-23,0,1,0,1.0
289,2020-07-22,2,0,0,1.5
290,2020-07-21,2,2,0,1.25
291,2020-07-20,6,2,0,1.375
292,2020-07-16,4,0,0,1.5
293,2020-07-15,2,2,0,1.25
294,2020-07-14,1,1,1,0.333
295,2020-07-13,2,2,0,1.25
296,2020-07-10,3,0,1,0.75
297,2020-07-09,4,1,0,1.4
298,2020-07-08,2,2,0,1.25
299,2020-07-07,1,0,0,1.5
300,2020-07-06,3,0,0,1.5
301,2020-07-03,1,0,1,0.0
302,2020-07-02,2,1,0,1.333
303,2020-07-01,4,1,0,1.4
304,2020-06-30,3,0,0,1.5
305,2020-06-29,3,0,0,1.5
306,2020-06-27,1,0,0,1.5
307,2020-06-26,2,1,0,1.333
308,2020-06-25,3,0,5,-0.375
309,2020-06-24,2,2,0,1.25
310,2020-06-23,1,1,0,1.25
311,2020-06-22,1,0,0,1.5
312,2020-06-19,7,0,0,1.5
313,2020-06-17,2,0,0,1.5
314,2020-06-15,5,0,0,1.5
315,2020-06-14,1,0,0,1.5
316,2020-06-12,3,0,0,1.5
317,2020-06-10,3,0,0,1.5
318,2020-06-09,7,2,0,1.389
319,2020-06-08,3,0,0,1.5
320,2020-06-06,0,1,0,1.0
321,2020-06-05,1,0,0,1.5
322,2020-06-04,2,1,1,0.625
323,2020-06-03,4,0,0,1.5
324,2020-06-02,6,0,0,1.5
325,2020-06-01,1,0,0,1.5
326,2020-05-29,3,0,0,1.5
327,2020-05-28,4,1,1,0.917
328,2020-05-27,0,1,3,-0.875
329,2020-05-26,5,2,0,1.357
330,2020-05-24,0,1,0,1.0
331,2020-05-22,9,7,4,0.725
332,2020-05-21,4,2,1,0.929
333,2020-05-20,8,2,4,0.571
334,2020-05-19,4,0,0,1.5
335,2020-05-18,6,1,0,1.429
336,2020-05-17,0,1,0,1.0
337,2020-05-15,4,1,0,1.4
338,2020-05-14,2,0,0,1.5
339,2020-05-13,0,0,1,-1.5
340,2020-05-12,0,1,0,1.0
341,2020-05-11,2,0,0,1.5
342,2020-05-07,1,3,1,0.6
343,2020-05-06,2,1,0,1.333
344,2020-05-05,1,0,0,1.5
345,2020-05-04,1,1,0,1.25
346,2020-04-30,0,0,1,-1.5
347,2020-04-29,3,0,0,1.5
348,2020-04-28,2,1,0,1.333
349,2020-04-27,1,2,2,0.1
350,2020-04-24,0,1,0,1.0
351,2020-04-22,1,0,0,1.5
